grid_name,module_family,workflow_role,column_count,visible_columns,hidden_columns,readonly_columns,input_or_calc_columns,headers_sample,data_props_sample,web_ui_recommendation
note_list_and_ps_zrib_svz,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,10,10,0,0,2,% پیشنهاد | جمع پیشنهادی | تجهیزپیشنهادی | عنوان دفترچه | فهرست بها | ستاره دار | فاکتوری | مصالح پایکار | تجهیزکارکرد | مبلغ دفترچه,fhp_roshd_z | fhp_mb_totl_psn_z | fhp_mbtj_psn | fhp_abst | fhp_mbfh_work_z | fhp_mbsx_work_z | fhp_mbfc_work_z | fhp_mbmp_work_z | fhp_mbtj_work | fhp_mb_work_z,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
sorcp_ensani_svz,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,10,10,0,2,6,ردیف | کدعامل | شرح نیروی انسانی | واحد | بهای واحد | مقدار برآوردی | مقدار قبلی | مقداراجراشده | بهای کل اجرا | %وزنی,src_rad | src_code_amel | src_dscr | src_unit | src_quan | src_qust_ol | src_qust,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
sorcp_ensani_svz_acts,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,9,9,0,2,6,ردیف | شرح نیروی انسانی | واحد | بهای واحد | مقدار برآوردی | مقدار قبلی | مقداراجراشده | بهای کل | %وزنی,src_rad | src_dscr | src_unit | src_quan | src_qust_ol | src_qust,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
sorcp_haml_svz,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,10,10,0,2,6,ردیف | کدعامل | شرح حمل | واحد | بهای واحد | مقدار برآوردی | مقدار قبلی | مقدار اجراشده | بهای کل اجرا | %وزنی,src_rad | src_code_amel | src_dscr | src_unit | src_quan | src_qust_ol | src_qust,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
sorcp_haml_svz_acts,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,9,9,0,2,6,ردیف | شرح حمل | واحد | بهای واحد | مقدار برآوردی | مقدار قبلی | مقدار اجراشده | بهای کل | %وزنی,src_rad | src_dscr | src_unit | src_quan | src_qust_ol | src_qust,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
sorcp_machine_svz,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,10,10,0,2,6,ردیف | کدعامل | شرح ماشین آلات | واحد | بهای واحد | مقدار برآوردی | مقدار قبلی | مقداراجراشده | بهای کل اجرا | %وزنی,src_rad | src_code_amel | src_dscr | src_unit | src_quan | src_qust_ol | src_qust,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
sorcp_machine_svz_acts,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,9,9,0,2,6,ردیف | شرح ماشین آلات | واحد | بهای واحد | مقدار برآوردی | مقدار قبلی | مقداراجراشده | بهای کل | %وزنی,src_rad | src_dscr | src_unit | src_quan | src_qust_ol | src_qust,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
sorcp_masaleh_svz,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,11,11,0,2,7,ردیف | کدعامل | شرح مصالح | واحد | بهای واحد | مقدار برآوردی | مقدار ورودی | مقدار قبلی | مقداراجراشده | بهای کل اجرا | %وزنی,src_rad | src_code_amel | src_dscr | src_unit | src_quan | src_qust_in | src_qust_ol | src_qust,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
sorcp_masaleh_svz_acts,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,10,10,0,2,7,ردیف | شرح مصالح | واحد | بهای واحد | مقدار برآوردی | مقدار ورودی | مقدار قبلی | مقداراجراشده | بهای کل | %وزنی,src_rad | src_dscr | src_unit | src_quan | src_qust_in | src_qust_ol | src_qust,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
styl_Tadil_nufh,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,24,24,0,13,15,شاخص مبنا | شاخص جاری | شاخص مبنا | شاخص جاری | شاخص دوره پایه | شاخص جاری | دوره جاری | t | B | Z | دفترچه | مبلغ صورت وضعیت فعلی,ata_shbs | ata_shnw | ata_shbsJo | ata_shnwJo | ata_shbsJo_a | ata_shnwJo_a | ata_Dore_Karkerd | itp_t_a | itp_b_a | itp_z_a | ata_nufh_name | ata_pcnw,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
styl_Tadil_nuse,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,24,24,0,13,15,شاخص مبنا | شاخص جاری | شاخص مبنا | شاخص جاری | شاخص دوره پایه | شاخص جاری | دوره جاری | t | B | Z | فصل | مبلغ صورت وضعیت فعلی,ata_shbs | ata_shnw | ata_shbsJo | ata_shnwJo | ata_shbsJo_a | ata_shnwJo_a | ata_Dore_Karkerd | itp_t_a | itp_b_a | itp_z_a | ata_nuse_nusu | ata_pcnw,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
styl_Tadilz_nufh,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,24,24,0,13,15,شاخص مبنا | شاخص جاری | شاخص مبنا | شاخص جاری | شاخص دوره پایه | شاخص جاری | دوره جاری | t | B | Z | دفترچه | مبلغ صورت وضعیت فعلی,ata_shbs | ata_shnw | ata_shbsJo | ata_shnwJo | ata_shbsJo_a | ata_shnwJo_a | ata_Dore_Karkerd | itp_t_a | itp_b_a | itp_z_a | ata_nufh_name | ata_pcnz,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
styl_Tadilz_nuse,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,24,24,0,13,15,شاخص مبنا | شاخص جاری | شاخص مبنا | شاخص جاری | شاخص دوره پایه | شاخص جاری | دوره جاری | t | B | Z | فصل | مبلغ صورت وضعیت فعلی,ata_shbs | ata_shnw | ata_shbsJo | ata_shnwJo | ata_shbsJo_a | ata_shnwJo_a | ata_Dore_Karkerd | itp_t_a | itp_b_a | itp_z_a | ata_nuse_nusu | ata_pcnz,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
zrpy_svz_karkard_astr,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,15,14,1,2,0,ردیف | فصل پایه | فصل | تعداد زیرفصل | حاصلضرایب,mlt_rad | mlt_Prnuse | mlt_nuse | mlt_SubCount | mlt_sumz_s | mlt_oth3_s | mlt_oth2_s | mlt_oth1_s | mlt_ovhd_s | mlt_tatb_s | mlt_hard_s | mlt_taba_s,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
zrpy_svz_karkard_fact,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,15,14,1,2,0,ردیف | فصل پایه | فصل | تعداد زیرفصل | حاصلضرایب,mlt_rad | mlt_Prnuse | mlt_nuse | mlt_SubCount | mlt_sumz_fc | mlt_oth3_fc | mlt_oth2_fc | mlt_oth1_fc | mlt_ovhd_fc | mlt_tatb_fc | mlt_hard_fc | mlt_taba_fc,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
zrpy_svz_karkard_norm,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,15,14,1,2,0,ردیف | فصل پایه | فصل | تعداد زیرفصل | حاصلضرایب,mlt_rad | mlt_Prnuse | mlt_nuse | mlt_SubCount | mlt_sumz | mlt_oth3 | mlt_oth2 | mlt_oth1 | mlt_ovhd | mlt_tatb | mlt_hard | mlt_taba,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
zrpy_svz_paikar_astr,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,17,16,1,2,1,ردیف | فصل پایه | فصل | تعداد زیرفصل | حاصلضرایب | 70% | پایکار,mlt_rad | mlt_Prnuse | mlt_nuse | mlt_SubCount | mlt_sumz_s_mp | mlt_zrmp_70_s_mp | mlt_zrmp_s_mp | mlt_oth3_s_mp | mlt_oth2_s_mp | mlt_oth1_s_mp | mlt_ovhd_s_mp | mlt_tatb_s_mp,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
zrpy_svz_paikar_fact,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,17,16,1,2,1,ردیف | فصل پایه | فصل | تعداد زیرفصل | حاصلضرایب | 70% | پایکار,mlt_rad | mlt_Prnuse | mlt_nuse | mlt_SubCount | mlt_sumz_fc_mp | mlt_zrmp_70_fc_mp | mlt_zrmp_fc_mp | mlt_oth3_fc_mp | mlt_oth2_fc_mp | mlt_oth1_fc_mp | mlt_ovhd_fc_mp | mlt_tatb_fc_mp,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
zrpy_svz_paikar_norm,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,17,16,1,2,1,ردیف | فصل پایه | فصل | تعداد زیرفصل | حاصلضرایب | 70% | پایکار,mlt_rad | mlt_Prnuse | mlt_nuse | mlt_SubCount | mlt_sumz_mp | mlt_zrmp_70_mp | mlt_zrmp_mp | mlt_oth3_mp | mlt_oth2_mp | mlt_oth1_mp | mlt_ovhd_mp | mlt_tatb_mp,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
azad1,عمومی / نامشخص,نیازمند بررسی دستی,8,8,0,0,1,شماره | شرح | فروردین | اردیبهشت | خرداد | تیر | مرداد | شهریور,pfs_rad | pfs_dscr | pfs_fr01 | pfs_fr02 | pfs_fr03 | pfs_fr04 | pfs_fr05 | pfs_fr06,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
azad2,عمومی / نامشخص,نیازمند بررسی دستی,8,8,0,0,1,شماره | شرح | مهر | آبان | آذر | دی | بهمن | اسفند,pfs_rad | pfs_dscr | pfs_fr07 | pfs_fr08 | pfs_fr09 | pfs_fr10 | pfs_fr11 | pfs_fr12,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
mbsc,عمومی / نامشخص,نیازمند بررسی دستی,7,7,0,0,4,ردیف | شرح | واحد | بهای واحد )نت( | بهای واحد )آمار( | بهای واحد )روز( | تاریخ )روز(,src_rad | src_dscr | src_unit | src_pcun_net | src_pcun_amar | src_pcun_rooz | src_date_rooz,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
p1,عمومی / نامشخص,نیازمند بررسی دستی,3,3,0,0,2,شماره | شرح | قیمت واحد بریال,pfs_rad | pfs_dscr | pfs_prp1,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
p2,عمومی / نامشخص,نیازمند بررسی دستی,6,6,0,0,1,شماره | شرح | سه ماهه اول | سه ماهه دوم | سه ماهه سوم | سه ماهه چهارم,pfs_rad | pfs_dscr | pfs_prp1 | pfs_prp2 | pfs_prp3 | pfs_prp4,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
styl_10th,عمومی / نامشخص,نیازمند بررسی دستی,2,2,0,0,0,h | G : kg/m,lst_h | lst_G,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
styl_11th,عمومی / نامشخص,نیازمند بررسی دستی,3,3,0,0,0,L | a | G : kg/m,lst_h | lst_G | lst_G2,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
styl_12th,عمومی / نامشخص,نیازمند بررسی دستی,3,3,0,0,0,a * b | s | G : kg/m,lst_h | lst_G | lst_G2,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
styl_13th,عمومی / نامشخص,نیازمند بررسی دستی,3,3,0,0,0,a | s | G : kg/m,lst_h | lst_G | lst_G2,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
styl_14th,عمومی / نامشخص,نیازمند بررسی دستی,10,10,0,0,0,t | b : 10 | b : 15 | b : 20 | b : 25 | b : 30 | b : 35 | b : 40 | b : 45 | b : 50,lst_h | lst_G | lst_G2 | lst_G3 | lst_G4 | lst_G5 | lst_G6 | lst_G7 | lst_G8 | lst_G9,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
styl_15th,عمومی / نامشخص,نیازمند بررسی دستی,11,11,0,0,0,t | b : 55 | b : 60 | b : 65 | b : 70 | b : 75 | b : 80 | b : 85 | b : 90 | b : 95 | b : 100,lst_h | lst_G | lst_G2 | lst_G3 | lst_G4 | lst_G5 | lst_G6 | lst_G7 | lst_G8 | lst_G9 | lst_G10,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
styl_16th,عمومی / نامشخص,نیازمند بررسی دستی,14,14,0,0,0,b | s : 5 | s : 6 | s : 8 | s : 10 | s : 12 | s : 15 | s : 20 | s : 25 | s : 30 | s : 40 | s : 50,lst_h | lst_G | lst_G2 | lst_G3 | lst_G4 | lst_G5 | lst_G6 | lst_G7 | lst_G8 | lst_G9 | lst_G10 | lst_G11,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
styl_17th,عمومی / نامشخص,نیازمند بررسی دستی,3,3,0,0,0,D | S | G : kg/m,lst_h | lst_G | lst_G2,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
styl_18th,عمومی / نامشخص,نیازمند بررسی دستی,2,2,0,0,0,فی | وزن مترطول,lst_h | lst_G,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
styl_19th,عمومی / نامشخص,نیازمند بررسی دستی,2,2,0,0,0,U | G:kg/m,lst_h | lst_G,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
styl_1th,عمومی / نامشخص,نیازمند بررسی دستی,2,2,0,0,0,l : h | G:kg/m,lst_h | lst_G,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
styl_20th,عمومی / نامشخص,نیازمند بررسی دستی,2,2,0,0,0,IPE | G:kg/m,lst_h | lst_G,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
styl_21th,عمومی / نامشخص,نیازمند بررسی دستی,2,2,0,0,0,IPB | G:kg/m,lst_h | lst_G,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
styl_22th,عمومی / نامشخص,نیازمند بررسی دستی,2,2,0,0,0,حماله نوردیده | G:kg/m,lst_h | lst_G,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
styl_23th,عمومی / نامشخص,نیازمند بررسی دستی,2,2,0,0,0,I | G:kg/m,lst_h | lst_G,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
styl_24th,عمومی / نامشخص,نیازمند بررسی دستی,2,2,0,0,0,T | G:kg/m,lst_h | lst_G,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
styl_25th,عمومی / نامشخص,نیازمند بررسی دستی,2,2,0,0,0,a * s | G:kg/m,lst_h | lst_G,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
styl_26th,عمومی / نامشخص,نیازمند بررسی دستی,2,2,0,0,0,a * s | G:kg/m,lst_h | lst_G,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
styl_27th,عمومی / نامشخص,نیازمند بررسی دستی,3,3,0,0,0,B | T | M:kg/m,lst_h | lst_G | lst_G2,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
styl_28th,عمومی / نامشخص,نیازمند بررسی دستی,3,3,0,0,0,H * B | T | M:kg/m,lst_h | lst_G | lst_G2,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
styl_29th,عمومی / نامشخص,نیازمند بررسی دستی,3,3,0,0,0,B | T | M:kg/m,lst_h | lst_G | lst_G2,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
styl_2th,عمومی / نامشخص,نیازمند بررسی دستی,2,2,0,0,0,IPE : h | G:kg/m,lst_h | lst_G,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
styl_30th,عمومی / نامشخص,نیازمند بررسی دستی,3,3,0,0,0,H * B | T | M:kg/m,lst_h | lst_G | lst_G2,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
styl_31th,عمومی / نامشخص,نیازمند بررسی دستی,3,3,0,0,0,D | T | M:kg/m,lst_h | lst_G | lst_G2,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
styl_32th,عمومی / نامشخص,نیازمند بررسی دستی,2,2,0,0,0,A یا B | G:kg/m,lst_h | lst_G,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
styl_33th,عمومی / نامشخص,نیازمند بررسی دستی,2,2,0,0,0,A یا B | G:kg/m,lst_h | lst_G,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
styl_3th,عمومی / نامشخص,نیازمند بررسی دستی,2,2,0,0,0,IPB : h | G:kg/m,lst_h | lst_G,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
styl_4th,عمومی / نامشخص,نیازمند بررسی دستی,2,2,0,0,0,IPB1 : h | G:kg/m,lst_h | lst_G,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
styl_5th,عمومی / نامشخص,نیازمند بررسی دستی,2,2,0,0,0,l | G:kg/m,lst_h | lst_G,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
styl_6th,عمومی / نامشخص,نیازمند بررسی دستی,3,3,0,0,0,h : I | G:بدون ورق اضافی | G:با ورق200,lst_h | lst_G | lst_G2,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
styl_7th,عمومی / نامشخص,نیازمند بررسی دستی,3,3,0,0,0,h : IPE | G:بدون ورق اضافی | G:با ورق200,lst_h | lst_G | lst_G2,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
styl_8th,عمومی / نامشخص,نیازمند بررسی دستی,3,3,0,0,0,h : IPB | G:بدون ورق اضافی | G:با ورق200,lst_h | lst_G | lst_G2,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
styl_9th,عمومی / نامشخص,نیازمند بررسی دستی,3,3,0,0,0,C : h | C : b | G : kg/m,lst_h | lst_G | lst_G2,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
Base_book,فهرست‌بها / دفترچه,انتخاب دفترچه، فصل و آیتم فهرست‌بها,4,4,0,0,0,ردیف | کد دفترچه | نام دفترچه | شرح کامل,bok_rad | bok_nufh | bok_abst | src_dscr,جستجوی سریع فهرست‌بها، فیلتر فصل، preview شرح کامل، انتخاب چندتایی
Mbhm_1est,فهرست‌بها / دفترچه,انتخاب دفترچه، فصل و آیتم فهرست‌بها,11,11,0,0,4,Ok | کدفهرست | * | شرح فهرست بها | ملاحظات | واحد کار | ضریب k1 | ضریب k2 | ضریب k3 | ضریب k4 | حاصل ضرایب,hmb_checked | hmb_cofh | fbh_astr_str | fbh_abst | hmb_dscr | fbh_unit | hmb_zar1 | hmb_zar2 | hmb_zar3 | hmb_zar4 | hmb_sumz,جستجوی سریع فهرست‌بها، فیلتر فصل، preview شرح کامل، انتخاب چندتایی
Mbhm_2end,فهرست‌بها / دفترچه,انتخاب دفترچه، فصل و آیتم فهرست‌بها,11,11,0,0,4,Ok | کدفهرست | * | شرح فهرست بها | ملاحظات | واحد کار | ضریب k1 | ضریب k2 | ضریب k3 | ضریب k4 | حاصل ضرایب,hmb_checked | hmb_cofh | fbh_astr_str | fbh_abst | hmb_dscr | fbh_unit | hmb_zar1 | hmb_zar2 | hmb_zar3 | hmb_zar4 | hmb_sumz,جستجوی سریع فهرست‌بها، فیلتر فصل، preview شرح کامل، انتخاب چندتایی
Shakhes,فهرست‌بها / دفترچه,انتخاب دفترچه، فصل و آیتم فهرست‌بها,8,8,0,0,0,دفترچه | فصل | شرح | چهارم قبلی | سه ماهه اول | سه ماهه دوم | سه ماهه سوم | سه ماهه چهارم,shk_nufh | shk_nuse | shk_name | pdo5 | shk_pdo1 | shk_pdo2 | shk_pdo3 | shk_pdo4,جستجوی سریع فهرست‌بها، فیلتر فصل، preview شرح کامل، انتخاب چندتایی
list_prev_bgml,فهرست‌بها / دفترچه,انتخاب دفترچه، فصل و آیتم فهرست‌بها,9,9,0,0,1,ردیف | کد فهرست | * | شرح مختصر | شرح کامل | واحد کار | ریال واحد | مقدار | جمع بریال,bgm_rad | bgm_cofh | fbh_astr_str | fbh_abst | fbh_desc | fbh_unit | fbh_pcun | bgm_qust | bgm_pcst,جستجوی سریع فهرست‌بها، فیلتر فصل، preview شرح کامل، انتخاب چندتایی
mbse,فهرست‌بها / دفترچه,انتخاب دفترچه، فصل و آیتم فهرست‌بها,3,3,0,0,0,ردیف | فصل | شرح فصل,mlt_rad | mlt_nuse | mlt_name,جستجوی سریع فهرست‌بها، فیلتر فصل، preview شرح کامل، انتخاب چندتایی
KhMetre,متره / ریزمتره,ثبت ریزمتره، فرمول مقدار و اتصال به آیتم‌ها,15,15,0,4,4,زیر | ردیف | فعالیت | تاریخ صورتمجلس | شماره صورتمجلس | ن | کدفهرست | * | نقل از | موقعیت | جمع جزیی | ضریب,kmt_raj | kmt_rad | kmt_coac | kmt_dtsj | kmt_nusj | ity_Summ | kmt_cofh | fbh_astr_str | kmt_nagl_rzmt | kmt_link_mog | kmt_sumj | mog_zrib,فرم ریزمتره خطی با expression/quantity editor، پیوست، و اتصال به آیتم
list_prev_khmt,متره / ریزمتره,ثبت ریزمتره، فرمول مقدار و اتصال به آیتم‌ها,14,14,0,3,4,زیر | ردیف | فعالیت | تاریخ صورتمجلس | شماره صورتمجلس | کدفهرست | * | نقل از | موقعیت | جمع جزیی | ضریب | جزیی با ضریب,kmt_raj | kmt_rad | kmt_coac | kmt_dtsj | kmt_nusj | kmt_cofh | fbh_astr_str | kmt_nagl_rzmt | kmt_link_mog | kmt_sumj | mog_zrib | kmt_sujz,فرم ریزمتره خطی با expression/quantity editor، پیوست، و اتصال به آیتم
list_prev_rzmt,متره / ریزمتره,ثبت ریزمتره، فرمول مقدار و اتصال به آیتم‌ها,15,15,0,2,0,م | زیر | ردیف | شرح عملیات | فعالیت | کدفهرست | * | تعداد | طول | عرض | ارتفاع | وزن,rmt_fare | rmt_raj | rmt_rad | rmt_dsam | rmt_coac | rmt_cofh | fbh_astr_str | rmt_numo | rmt_tool | rmt_arz | rmt_heit | rmt_weit,فرم ریزمتره خطی با expression/quantity editor، پیوست، و اتصال به آیتم
Haml,منابع / مصالح / حمل,مصالح، ماشین‌آلات، نیروی انسانی، حمل و منبع‌یابی,11,11,0,3,1,کدفهرست | * | شرح مختصر | واحد | k1 | k2 | k3 | k4 | حاصلضرایب | مقدار | جمع مصرفی,hmp_cofh | fbh_astr_str | fbh_abst | fbh_unit | hmb_zar1 | hmb_zar2 | hmb_zar3 | hmb_zar4 | hmb_sumz | hmp_quan | hmp_totl,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
fhbh_norm,منابع / مصالح / حمل,مصالح، ماشین‌آلات، نیروی انسانی، حمل و منبع‌یابی,12,12,0,0,1,کد پایه | کد فهرست | زیرفصل | زیرفصل | نوع | * | شرح مختصر | واحد کار | اثر واحد | بهای واحد بریال | شرح کامل | فصل حمل,fbh_prCofh | fbh_cofh | fbh_nusu | fbh_nusu | fbh_tjtId | fbh_astr | fbh_abst | fbh_unit | fbh_tyun | fbh_pcun | fbh_desc | fbh_NuseForSh,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
fhbh_shahr,منابع / مصالح / حمل,مصالح، ماشین‌آلات، نیروی انسانی، حمل و منبع‌یابی,11,11,0,0,2,کد فهرست | * | شرح مختصر | واحد کار | مصالح و.. بریال | دستمزد بریال | بهای واحد بریال | شماره دستورالعمل | اثر واحد | شرح کامل | فصل حمل,fbh_cofh | fbh_astr | fbh_abst | fbh_unit | fbh_pcun_masaleh | fbh_pcun_dastmozd | fbh_pcun | fbh_NumbOrder | fbh_tyun | fbh_desc | fbh_NuseForSh,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
sorcp_ensani,منابع / مصالح / حمل,مصالح، ماشین‌آلات، نیروی انسانی، حمل و منبع‌یابی,8,8,0,2,4,ردیف | کدعامل | شرح نیروی انسانی | واحد | بهای واحد | مقدار | بهای کل | % وزنی,src_rad | src_code_amel | src_dscr | src_unit | src_quan,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
sorcp_ensani_acts,منابع / مصالح / حمل,مصالح، ماشین‌آلات، نیروی انسانی، حمل و منبع‌یابی,7,7,0,0,3,ردیف | شرح نیروی انسانی | واحد | بهای واحد | مقدار مورد نیاز | بهای کل | تعداد موجود,src_rad | src_dscr | src_unit | src_quan | src_count,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
sorcp_haml,منابع / مصالح / حمل,مصالح، ماشین‌آلات، نیروی انسانی، حمل و منبع‌یابی,8,8,0,2,4,ردیف | کدعامل | شرح حمل | واحد | بهای واحد | مقدار | بهای کل | % وزنی,src_rad | src_code_amel | src_dscr | src_unit | src_quan,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
sorcp_haml_acts,منابع / مصالح / حمل,مصالح، ماشین‌آلات، نیروی انسانی، حمل و منبع‌یابی,7,7,0,0,4,ردیف | شرح حمل | واحد | بهای واحد | مقدار مورد نیاز | بهای کل | % وزنی,src_rad | src_dscr | src_unit | src_quan,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
sorcp_machine,منابع / مصالح / حمل,مصالح، ماشین‌آلات، نیروی انسانی، حمل و منبع‌یابی,8,8,0,2,4,ردیف | کدعامل | شرح ماشین آلات | واحد | بهای واحد | مقدار | بهای کل | % وزنی,src_rad | src_code_amel | src_dscr | src_unit | src_quan,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
